Time,Llama-2-7B-GPTQ-fullarticles,Llama-2-70B-GPTQ-headlines,Llama-3-70B-GPTQ-fullarticles,GPT3.5-headlines,Llama-2-70B-GPTQ-fullarticles,finBERT-headlines,Llama-3-8B-GPTQ-fullarticles,Llama-3-70B-GPTQ-headlines,Llama-2-13B-GPTQ-fullarticles,Llama-2-7B-GPTQ-headlines,Llama-2-13b-GGUF-fullarticles,Llama-3-8B-GPTQ-headlines,Llama-2-13B-GPTQ-headlines,Mkt-RF,SMB,HML,RF,Adj Close
2016-08-08,3.5,3.0,3.5,3.5,3.0,3.233852505683899,3.0,3.0,3.0,3.5,3.0,3.0,3.0,-0.06,0.02,0.5,0.001,132.6406707763672
2016-08-09,3.0,3.25,3.0,3.5,3.25,2.678350567817688,2.5,3.25,3.0,3.25,3.25,3.0,3.25,0.05,-0.03,-0.27,0.001,132.7678985595703
2016-08-10,3.0,3.0,3.0,3.5,3.0,2.6030784845352173,3.0,3.0,3.0,3.0,3.0,2.0,3.0,-0.29,-0.44,-0.18,0.001,132.6406707763672
2016-08-11,3.0,3.0,3.5,3.5,4.0,2.7710800170898438,3.0,3.5,3.5,3.0,3.5,3.0,3.0,0.54,0.14,0.03,0.001,132.72547912597656
2016-08-12,3.0,3.5,2.5,3.5,3.0,3.285908818244934,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.06,0.09,-0.17,0.001,132.5133819580078
2016-08-15,3.6666666666666665,2.3333333333333335,3.0,2.6666666666666665,2.6666666666666665,3.4069815476735434,2.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.3333333333333335,2.6666666666666665,0.39,0.75,0.39,0.001,132.5133819580078
2016-08-16,3.0,3.0,3.0,3.0,3.0,2.5324244499206543,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.57,-0.27,0.59,0.001,132.30133056640625
2016-08-17,3.0,3.0,3.5,3.0,3.5,2.314277410507202,3.0,3.0,3.0,3.5,2.5,3.0,3.0,0.12,-0.56,0.26,0.001,132.72547912597656
2016-08-18,3.6666666666666665,3.6666666666666665,4.0,4.0,3.3333333333333335,2.950044552485148,3.3333333333333335,4.333333333333333,3.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,3.0,0.32,0.47,0.34,0.001,133.3193359375
2016-08-19,4.0,4.0,4.0,4.0,4.0,2.3318722248077393,3.0,4.0,3.0,3.0,4.0,2.0,3.0,-0.11,0.1,-0.14,0.001,132.55584716796875
2016-08-22,2.0,1.0,3.0,4.0,1.0,2.871490955352783,1.0,2.0,3.0,3.0,3.0,3.0,3.0,-0.02,0.26,-0.4,0.001,132.852783203125
2016-08-23,3.0,4.0,4.0,4.0,4.0,2.4895706176757812,4.0,4.0,2.0,4.0,2.0,4.0,3.0,0.27,0.57,-0.02,0.001,132.47097778320312
2016-08-24,4.0,4.0,4.0,3.0,4.0,2.7742466926574707,3.0,4.0,3.0,4.0,4.0,3.0,4.0,-0.56,-0.49,0.37,0.001,132.4285430908203
2016-08-25,3.0,3.0,3.0,4.0,3.0,2.8579468727111816,3.0,5.0,4.0,4.0,3.0,3.0,3.0,-0.08,0.19,0.48,0.001,132.38613891601562
2016-08-26,4.0,3.0,5.0,4.0,4.0,2.751997709274292,4.0,4.0,4.0,3.0,4.0,3.0,3.0,-0.15,0.13,-0.09,0.001,132.47097778320312
2016-08-31,3.5,3.5,3.5,4.5,3.5,3.500234007835388,3.5,4.0,3.5,3.0,3.5,3.5,3.0,-0.24,-0.39,0.14,0.001,132.5133819580078
2016-09-01,3.2,3.0,3.0,3.8,2.8,1.9952286243438722,2.6,3.4,2.8,3.0,2.6,2.8,3.0,0.03,0.14,-0.5,0.001,132.34371948242188
2016-09-06,3.4,2.8,3.5,3.6,3.4,3.1219706773757934,2.7,3.6,3.2,3.4,3.3,2.6,3.1,0.26,0.09,-0.54,0.001,131.70741271972656
2016-09-07,5.0,3.0,1.0,2.0,3.0,4.1122236251831055,1.0,3.0,3.0,3.0,4.0,3.0,3.0,0.09,0.64,0.02,0.001,131.74989318847656
2016-09-08,3.0,3.0,4.0,3.0,3.0,2.511920690536499,3.0,3.0,3.0,4.0,3.0,3.0,3.0,-0.18,-0.01,0.59,0.001,131.6650848388672
2016-09-09,3.2222222222222223,2.7777777777777777,3.2222222222222223,3.111111111111111,2.5555555555555554,2.7195635504192777,2.7777777777777777,3.111111111111111,2.7777777777777777,3.111111111111111,2.5555555555555554,2.7777777777777777,3.0,-2.47,-0.58,0.41,0.001,127.72016906738281
2016-09-12,3.0,3.0,3.0,3.0,3.0,2.5409507751464844,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.44,0.01,-0.45,0.001,129.33206176757812
2016-09-13,3.4285714285714284,3.4285714285714284,4.142857142857143,3.7142857142857144,3.857142857142857,3.1425279889787947,3.5714285714285716,3.0,3.857142857142857,3.142857142857143,3.5714285714285716,3.142857142857143,3.142857142857143,-1.48,-0.24,-0.43,0.001,126.61734008789062
2016-09-14,3.75,3.0,4.0,3.25,3.75,2.1906553506851196,3.25,3.5,3.75,3.5,3.75,2.5,3.0,-0.08,0.11,-0.82,0.001,125.9810562133789
2016-09-15,3.2857142857142856,3.142857142857143,3.857142857142857,3.4285714285714284,3.5714285714285716,3.011861652135849,3.142857142857143,3.2857142857142856,3.5714285714285716,3.5714285714285716,3.4285714285714284,2.857142857142857,3.142857142857143,1.08,0.3,-0.31,0.001,127.4296646118164
2016-09-16,3.0,2.6666666666666665,3.6666666666666665,3.0,3.0,2.5369315147399902,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.36,0.33,-0.45,0.001,127.1298599243164
2016-09-19,3.0,3.0,4.0,3.3333333333333335,3.3333333333333335,2.8080191612243652,3.0,4.0,3.3333333333333335,3.3333333333333335,3.0,3.0,3.0,0.05,0.43,0.14,0.001,126.05897521972656
2016-09-20,3.6,3.6,4.4,4.2,3.4,3.3994967460632326,3.4,3.4,3.4,3.0,3.6,3.0,3.2,-0.02,-0.24,-0.4,0.001,127.08697509765625
2016-09-21,3.0,3.0,3.3333333333333335,2.0,3.0,1.7080187400182087,3.0,3.0,2.6666666666666665,3.0,3.3333333333333335,2.3333333333333335,3.0,1.12,0.15,0.34,0.001,127.85797119140625
2016-09-22,3.5,3.5,4.0,3.5,3.5,2.855405330657959,3.5,3.5,3.5,3.0,3.5,3.0,3.0,0.7,0.85,-0.06,0.001,128.6717987060547
2016-09-23,3.0,3.0,2.5,3.0,3.0,2.543882131576538,2.5,3.0,2.5,3.5,2.5,2.0,3.0,-0.6,-0.1,-0.21,0.001,128.029296875
2016-09-26,3.5,2.6666666666666665,2.6666666666666665,3.0,2.8333333333333335,2.73051126797994,2.1666666666666665,3.0,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.6666666666666665,3.0,-0.88,-0.22,-0.35,0.001,126.53016662597656
2016-09-27,3.5,3.0,3.8333333333333335,3.1666666666666665,3.3333333333333335,2.7032225926717124,3.3333333333333335,3.0,3.3333333333333335,3.0,3.6666666666666665,2.5,3.0,0.64,-0.07,-0.5,0.001,127.9864730834961
2016-09-28,3.5,3.5,4.0,3.5,4.0,3.6657646894454956,3.5,3.5,4.0,3.0,4.0,3.5,3.0,0.56,0.2,1.11,0.001,128.07217407226562
2016-09-29,3.5,2.5,4.0,2.5,3.5,1.6655125170946121,3.5,3.5,3.5,3.0,3.5,2.0,3.0,-0.98,-0.41,0.51,0.001,126.48731994628906
2016-09-30,3.0,3.0,3.0,3.0,3.0,2.49678111076355,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.88,0.38,0.34,0.001,126.87275695800781
2016-10-03,3.75,3.5,3.5,3.5,3.0,3.209628105163574,3.0,3.5,3.25,3.0,3.5,3.25,3.0,-0.26,-0.03,-0.12,0.001,126.95846557617188
2016-10-04,3.0,3.6666666666666665,3.6666666666666665,4.0,2.3333333333333335,2.543483098347982,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.0,3.0,-0.46,0.03,0.15,0.001,126.3587646484375
2016-10-05,3.2,2.4,2.8,2.6,2.6,2.673179769515991,2.6,2.6,2.8,3.2,3.2,2.2,3.2,0.58,0.29,0.8,0.001,126.3587646484375
2016-10-06,3.0,4.0,4.0,5.0,4.0,2.9881975650787354,3.0,5.0,3.0,3.0,2.0,3.0,4.0,-0.06,-0.26,0.28,0.001,125.37364196777344
2016-10-10,3.1666666666666665,2.8333333333333335,3.5,3.5,3.3333333333333335,2.3268050154050193,2.8333333333333335,3.0,3.1666666666666665,3.5,3.1666666666666665,2.8333333333333335,3.0,0.52,0.56,0.05,0.001,123.61750030517578
2016-10-11,3.0,3.25,2.75,3.5,3.25,3.381894111633301,3.0,3.5,3.0,3.75,3.5,3.0,3.0,-1.3,-0.59,0.43,0.001,123.87448120117188
2016-10-12,4.0,3.5,4.5,4.5,3.5,3.271848678588867,3.5,4.0,4.0,3.0,4.0,3.5,3.0,0.06,-0.24,0.34,0.001,123.78877258300781
2016-10-13,3.0,3.0,3.0,3.5,3.0,3.0190913677215576,3.0,3.5,3.5,3.5,3.0,3.0,3.0,-0.42,-0.68,-0.63,0.001,123.23192596435547
2016-10-14,3.5,3.0,4.0,3.5,3.0,2.667715072631836,3.0,3.5,3.5,3.5,3.5,3.0,3.0,0.01,-0.39,0.58,0.001,123.74596405029297
2016-10-17,3.5,3.25,4.25,3.25,3.0,1.9460251778364182,3.25,3.0,3.75,3.0,3.75,3.0,3.0,-0.29,-0.04,0.15,0.001,123.57461547851562
2016-10-18,2.6666666666666665,3.0,3.0,3.6666666666666665,3.0,3.109593073527018,2.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.0,3.0,0.6,-0.17,0.05,0.001,124.1314697265625
2016-10-19,3.0,3.2,4.0,3.2,3.2,2.0525709867477415,3.0,2.4,3.2,3.4,3.2,2.8,3.0,0.25,0.04,0.94,0.001,124.47413635253906
2016-10-20,3.4,3.0,3.0,3.0,3.4,2.648528480529785,3.0,3.2,3.4,3.2,3.4,2.8,3.0,-0.16,-0.03,-0.11,0.001,124.51697540283203
2016-10-21,2.75,3.125,2.625,3.5,2.75,2.74103707075119,2.625,3.5,2.75,3.125,2.75,2.75,2.875,0.02,-0.14,-0.33,0.001,124.1314697265625
2016-10-24,3.1666666666666665,3.0,2.5,2.8333333333333335,2.5,1.7593839367230732,2.1666666666666665,3.0,2.8333333333333335,3.1666666666666665,2.8333333333333335,2.8333333333333335,3.0,0.54,0.06,-0.19,0.001,123.87448120117188
2016-10-25,3.3333333333333335,3.0,3.1666666666666665,3.1666666666666665,3.0,2.1784201661745706,3.0,2.5,3.3333333333333335,3.1666666666666665,3.3333333333333335,2.6666666666666665,2.8333333333333335,-0.46,-0.59,0.24,0.001,122.71798706054688
2016-10-26,2.6666666666666665,3.0,2.6666666666666665,3.0,3.6666666666666665,2.7935844262441,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.0,-0.23,-0.84,0.7,0.001,123.66028594970703
2016-10-27,3.0,1.0,3.0,2.0,4.0,0.1598946750164032,1.0,3.0,3.0,3.0,4.0,1.0,2.0,-0.33,-0.96,0.56,0.001,122.63227081298828
2016-10-28,3.0,3.125,3.875,3.25,3.0,2.6353976726531982,3.0,3.25,2.875,3.375,3.0,2.875,3.0,-0.29,-0.1,0.08,0.001,125.15947723388672
2016-10-31,3.3076923076923075,3.230769230769231,3.769230769230769,3.230769230769231,3.5384615384615383,2.3468412504746365,3.3076923076923075,3.4615384615384617,3.5384615384615383,3.3076923076923075,3.769230769230769,3.0,2.923076923076923,0.02,0.06,0.1,0.001,124.64546203613281
2016-11-01,3.4,3.4,3.8,4.0,3.8,3.507142925262451,3.4,4.0,3.8,3.6,3.8,3.4,3.2,-0.68,-0.38,0.2,0.001,123.703125
2016-11-02,3.5,2.5,3.5,2.5,3.5,1.6362963914871216,2.5,2.5,3.5,3.0,3.5,2.0,2.5,-0.73,-0.65,0.25,0.001,122.03264617919922
2016-11-03,3.0,3.5,1.5,4.0,2.5,3.5733137130737305,2.5,3.0,3.0,3.0,3.0,3.5,3.5,-0.4,-0.46,1.05,0.001,121.13312530517578
2016-11-04,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.5451759497324624,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,-0.12,0.87,-0.44,0.001,121.8184814453125
2016-11-07,3.25,3.0,3.0,3.0,3.0,2.4831637144088745,2.75,3.25,3.5,3.0,3.5,3.0,3.0,2.23,0.19,-0.13,0.001,125.54496765136719
2016-11-08,3.0,2.6666666666666665,3.0,2.6666666666666665,3.3333333333333335,2.3284913996855416,3.0,2.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,1.6666666666666667,2.6666666666666665,0.4,-0.08,-0.22,0.001,126.01612854003906
2016-11-09,3.0,3.0,3.0,3.0,3.0,2.58752977848053,3.0,3.0,2.5,3.0,2.5,2.0,3.0,1.46,1.89,1.07,0.001,126.9156265258789
2016-11-10,3.0,3.6666666666666665,4.333333333333333,5.0,3.6666666666666665,2.7875821590423584,3.6666666666666665,4.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,0.32,1.15,1.84,0.001,130.25662231445312
2016-11-11,3.0,3.5,3.5,3.0,3.5,2.851438283920288,3.0,3.0,3.0,3.5,3.0,3.0,3.0,0.18,2.52,-0.02,0.001,131.54164123535156
2016-11-14,4.0,3.0,4.0,3.0,3.5,2.5258692502975464,2.5,3.5,4.0,4.0,4.0,3.0,3.0,0.21,0.64,1.41,0.001,130.68496704101562
2016-11-15,3.5,3.0,3.8333333333333335,3.3333333333333335,3.5,2.8796050548553467,2.6666666666666665,3.6666666666666665,3.5,3.3333333333333335,3.5,2.6666666666666665,3.3333333333333335,0.8,-0.54,0.15,0.001,131.71298217773438
2016-11-16,4.0,4.0,4.0,5.0,4.0,4.796902656555176,4.0,5.0,4.0,3.0,4.0,4.0,3.0,-0.12,0.3,-0.56,0.001,131.67018127441406
2016-11-17,3.0,3.25,3.25,3.5,2.5,3.20354562997818,2.5,3.5,3.25,3.0,3.25,3.0,3.0,0.56,0.13,-0.15,0.001,131.88436889648438
2016-11-18,3.3333333333333335,3.3333333333333335,4.0,4.333333333333333,3.3333333333333335,2.5920286178588867,3.6666666666666665,4.666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,-0.16,0.56,0.38,0.001,131.3703155517578
2016-11-21,3.75,3.5,2.75,4.0,3.5,3.3417797088623047,2.0,3.5,2.75,3.5,4.0,3.5,3.0,0.77,-0.26,0.06,0.001,132.2269744873047
2016-11-22,3.2,3.2,3.6,4.0,3.6,2.806080627441406,3.0,2.8,3.2,3.6,3.4,2.8,3.0,0.31,0.56,0.53,0.001,133.55487060546875
2016-11-23,3.6666666666666665,4.0,4.333333333333333,4.333333333333333,3.6666666666666665,3.565899610519409,3.3333333333333335,4.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.0,0.16,0.5,0.19,0.001,134.24012756347656
2016-11-25,3.3333333333333335,3.3333333333333335,4.333333333333333,3.6666666666666665,3.3333333333333335,3.390343109766642,3.3333333333333335,3.3333333333333335,4.0,3.6666666666666665,3.6666666666666665,2.3333333333333335,3.0,0.4,-0.06,-0.29,0.001,134.66847229003906
2016-11-28,3.25,3.25,3.25,3.5,3.25,3.5202640295028687,3.0,3.75,4.0,3.25,3.75,2.5,3.0,-0.64,-0.75,0.09,0.001,133.85467529296875
2016-11-29,3.5,3.5,4.25,2.75,3.75,2.6475008130073547,3.5,3.25,3.75,3.5,3.75,3.0,3.25,0.11,-0.35,-0.05,0.001,132.9980010986328
2016-11-30,3.4,3.6,4.0,4.0,3.4,3.3961907863616942,3.4,3.8,3.8,3.2,3.8,3.2,3.0,-0.25,-0.39,2.21,0.001,131.7558135986328
2016-12-01,3.5,3.5,4.5,4.0,3.0,2.53449547290802,3.5,4.0,3.5,3.0,3.0,3.0,3.0,-0.36,-0.64,2.03,0.001,134.454345703125
2016-12-07,2.75,2.5,1.75,3.0,3.25,2.5507703945040703,1.75,2.0,3.25,3.0,2.75,2.5,2.75,1.26,-0.6,0.48,0.001,135.3538360595703
2016-12-09,3.6666666666666665,3.3333333333333335,4.333333333333333,3.6666666666666665,3.6666666666666665,3.218355655670166,4.0,3.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,3.3333333333333335,3.0,0.46,-0.28,0.2,0.001,136.12486267089844
2016-12-12,3.2,3.2,4.0,3.6,3.0,2.827948498725891,3.4,3.4,3.4,3.4,3.4,3.0,3.2,-0.3,-0.96,-0.13,0.001,136.46751403808594
2016-12-13,3.0,3.4,2.8,3.8,3.0,3.004165601730347,2.6,3.8,2.8,3.0,3.2,3.0,3.0,0.6,-0.53,-0.26,0.001,135.9534912109375
2016-12-14,3.25,3.75,4.0,4.0,3.25,3.752653479576111,3.25,3.5,2.75,3.0,3.25,3.25,3.0,-0.82,-0.37,-0.28,0.001,134.92550659179688
2016-12-15,3.0,2.0,2.5,3.0,3.0,1.5538992285728455,2.0,2.5,2.5,3.0,2.5,2.5,3.0,0.46,0.39,0.3,0.001,133.89752197265625
2016-12-16,3.4285714285714284,3.4285714285714284,4.0,3.4285714285714284,3.4285714285714284,2.599626911537988,3.5714285714285716,3.142857142857143,3.2857142857142856,3.0,3.4285714285714284,2.4285714285714284,2.7142857142857144,-0.22,0.07,-0.41,0.001,135.996337890625
2016-12-19,3.4285714285714284,3.4285714285714284,4.142857142857143,3.7142857142857144,3.4285714285714284,3.2996912683759416,3.2857142857142856,3.7142857142857144,3.5714285714285716,3.4285714285714284,3.7142857142857144,3.4285714285714284,3.2857142857142856,0.22,0.32,0.06,0.001,136.7245330810547
2016-12-20,3.6666666666666665,3.3333333333333335,4.333333333333333,3.6666666666666665,3.6666666666666665,3.6396852334340415,3.6666666666666665,4.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,2.6666666666666665,3.3333333333333335,0.44,0.42,0.63,0.001,138.13800048828125
2016-12-21,3.6666666666666665,3.3333333333333335,3.6666666666666665,4.0,3.0,3.0070387522379556,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,-0.24,-0.36,0.19,0.001,137.6240234375
2016-12-22,3.5,3.0,4.0,3.0,3.25,2.2878484576940536,2.75,3.25,3.5,3.0,3.5,2.75,2.75,-0.3,-0.76,0.26,0.001,137.5839080810547
2016-12-23,2.0,4.0,3.0,3.0,2.0,2.4890928268432617,2.0,3.0,2.0,4.0,3.0,3.0,3.0,0.19,0.57,-0.5,0.001,137.8433380126953
2016-12-27,4.0,4.0,5.0,5.0,4.0,3.38424551486969,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.27,0.21,0.14,0.001,137.9298095703125
2016-12-28,3.3333333333333335,4.0,4.0,3.6666666666666665,3.6666666666666665,2.5757377147674556,3.3333333333333335,4.0,3.3333333333333335,4.0,3.3333333333333335,3.3333333333333335,3.0,-0.87,-0.27,0.09,0.001,137.06500244140625
2016-12-29,3.0,3.0,4.0,4.0,3.0,4.305423736572266,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-0.04,0.15,-0.33,0.001,137.10829162597656
2016-12-30,3.0,3.0,3.5,3.0,2.5,2.461751937866211,3.0,3.0,2.0,3.0,3.5,3.0,3.0,-0.52,-0.11,0.2,0.001,136.63262939453125
2017-01-03,4.0,3.0,4.5,3.5,4.0,2.917219877243042,4.0,2.5,4.0,3.5,4.0,2.5,2.5,0.83,-0.14,0.06,0.002,137.0218505859375
2017-01-04,3.0,4.0,4.0,4.0,1.0,2.6095163822174072,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.79,0.95,-0.16,0.002,137.06500244140625
2017-01-06,3.0,3.3333333333333335,3.0,4.0,2.3333333333333335,2.849364995956421,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.0,3.0,0.29,-0.66,-0.31,0.002,136.6759033203125
2017-01-09,3.0,3.75,3.25,4.25,4.0,3.355304539203644,3.25,3.5,3.5,3.0,3.25,3.25,3.25,-0.37,-0.3,-1.03,0.002,136.02731323242188
2017-01-10,3.25,3.25,3.75,3.25,3.5,3.2583536505699158,2.75,3.0,3.25,3.0,3.25,3.0,3.0,0.16,0.89,0.43,0.002,135.63818359375
2017-01-11,3.3333333333333335,3.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,2.745698650677999,2.6666666666666665,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,2.6666666666666665,3.3333333333333335,0.31,-0.23,0.68,0.002,136.07054138183594
2017-01-12,3.6,3.0,4.0,3.8,3.4,2.3047915041446685,3.4,3.2,3.6,3.6,3.6,3.0,3.4,-0.3,-0.58,-0.87,0.002,135.7246551513672
2017-01-13,4.5,4.0,4.5,4.0,4.0,3.6335614919662476,4.0,3.5,3.5,3.5,4.0,3.0,2.5,0.29,0.61,-0.08,0.002,135.5949249267578
2017-01-17,3.25,2.75,3.25,2.75,3.5,2.214764691889286,3.25,3.0,3.0,3.5,3.25,1.5,3.0,-0.49,-0.86,-0.64,0.002,135.2057647705078
2017-01-18,3.2857142857142856,2.857142857142857,2.7142857142857144,3.142857142857143,3.2857142857142856,2.853827851159232,2.7142857142857144,3.142857142857143,3.4285714285714284,3.2857142857142856,3.2857142857142856,2.0,3.0,0.24,0.18,0.24,0.002,135.0327911376953
2017-01-19,3.125,2.875,3.625,3.25,3.5,2.96517750620842,2.75,3.0,3.0,3.375,3.375,2.5,2.875,-0.38,-0.5,-0.05,0.002,134.94635009765625
2017-01-20,3.0,2.8333333333333335,1.9444444444444444,3.111111111111111,2.3333333333333335,2.2250186022784977,1.8888888888888888,3.1666666666666665,2.7777777777777777,3.1666666666666665,2.7222222222222223,2.6666666666666665,2.9444444444444446,0.33,0.05,0.23,0.002,132.00616455078125
2017-01-23,3.0,2.4285714285714284,1.5714285714285714,2.857142857142857,1.5714285714285714,1.9419362885611398,1.4285714285714286,2.4285714285714284,3.142857142857143,3.142857142857143,3.2857142857142856,2.142857142857143,2.857142857142857,-0.29,-0.04,-0.33,0.002,128.63357543945312
2017-01-24,2.7142857142857144,3.142857142857143,2.7142857142857144,3.0,2.2857142857142856,2.2272171633584157,2.2857142857142856,3.0,3.0,3.0,3.142857142857143,3.142857142857143,3.0,0.83,0.71,0.81,0.002,129.71456909179688
2017-01-25,3.1666666666666665,2.3333333333333335,2.6666666666666665,2.5,2.8333333333333335,2.1344483494758606,2.3333333333333335,2.3333333333333335,3.0,3.0,2.8333333333333335,1.5,2.6666666666666665,0.84,0.17,0.43,0.002,131.31436157226562
2017-01-26,3.0,2.6,3.0,3.0,3.2,2.5077885150909425,3.0,2.8,3.2,3.2,3.4,2.2,2.8,-0.1,-0.62,0.41,0.002,131.0981903076172
2017-01-27,3.0,4.25,3.0,4.25,3.0,3.707891583442688,3.25,4.25,3.25,3.5,3.5,3.75,3.25,-0.12,-0.01,-0.68,0.002,129.75782775878906
2017-01-30,3.0,2.3333333333333335,4.0,2.3333333333333335,3.6666666666666665,2.578653335571289,2.6666666666666665,2.3333333333333335,3.0,3.0,3.6666666666666665,1.6666666666666667,2.6666666666666665,-0.68,-0.73,-0.46,0.002,129.54159545898438
2017-01-31,3.0,3.3333333333333335,3.0,4.333333333333333,3.0,2.821733236312866,2.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,0.0,0.88,-0.56,0.002,128.41738891601562
2017-02-01,3.2,3.4,3.6,3.8,3.2,2.971836709976196,3.0,3.4,3.6,3.4,3.4,2.2,3.2,0.03,-0.08,0.04,0.002,128.37417602539062
2017-02-02,3.0,3.5,4.0,3.5,3.5,2.7009658813476562,3.0,4.0,3.5,3.0,3.5,2.5,3.0,-0.02,-0.24,-0.29,0.002,128.3309326171875
2017-02-03,3.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.162204066912333,2.0,3.0,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.0,3.3333333333333335,0.82,0.52,0.75,0.002,128.41738891601562
2017-02-06,3.0,2.3333333333333335,3.0,2.3333333333333335,3.6666666666666665,1.914974610010783,3.0,3.0,3.0,3.0,3.0,1.6666666666666667,3.0,-0.27,-0.61,-0.19,0.002,128.24447631835938
2017-02-07,3.142857142857143,2.857142857142857,3.7142857142857144,3.2857142857142856,3.4285714285714284,2.2579822540283203,3.142857142857143,3.2857142857142856,3.5714285714285716,3.0,3.5714285714285716,1.7142857142857142,3.0,-0.01,-0.3,-0.52,0.002,127.81204223632812
2017-02-08,3.0,3.25,3.0,3.25,3.0,2.986948311328888,2.25,3.0,3.25,3.25,3.25,1.75,3.25,0.06,-0.24,-0.6,0.002,127.24998474121094
2017-02-09,4.0,3.0,4.0,3.0,4.0,2.4849326610565186,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.72,0.69,0.07,0.002,127.9417724609375
2017-02-10,3.0,3.142857142857143,2.7142857142857144,3.5714285714285716,3.0,2.9671503135136197,2.142857142857143,3.2857142857142856,3.142857142857143,3.2857142857142856,3.0,2.142857142857143,3.0,0.38,0.41,0.14,0.002,128.50384521484375
2017-02-13,3.0,2.8,3.0,3.0,2.8,3.0546721458435058,2.4,2.8,3.4,3.0,3.4,2.4,3.2,0.49,-0.32,0.33,0.002,129.88748168945312
2017-02-14,2.857142857142857,3.4285714285714284,3.0,4.0,3.0,2.86162999698094,3.0,3.0,3.2857142857142856,3.2857142857142856,3.2857142857142856,2.857142857142857,3.0,0.45,-0.24,0.36,0.002,130.9252166748047
2017-02-15,3.0,4.0,4.0,4.0,3.0,3.6818909645080566,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.54,0.18,-0.43,0.002,131.2278594970703
2017-02-16,3.0,3.0,3.4,3.2,3.6,2.4321187376976012,2.8,3.0,3.2,3.0,3.2,1.8,3.0,-0.16,-0.22,0.01,0.002,131.6602325439453
2017-02-17,3.5,3.5,4.0,4.0,3.0,2.5358986854553223,3.0,4.0,3.0,3.5,3.5,2.0,3.5,0.2,0.0,-0.54,0.002,131.31436157226562
2017-02-21,3.6,3.4,3.8,3.2,3.4,2.5303009033203123,2.6,3.4,3.2,3.2,3.4,3.0,3.0,0.6,-0.01,0.13,0.002,131.9629364013672
2017-02-22,3.25,2.875,2.875,3.0,3.125,2.256451152265072,2.875,3.0,3.0,3.125,3.0,2.5,2.875,-0.15,-0.38,0.1,0.002,131.1414337158203
2017-02-23,3.5,3.0,2.5,3.0,3.0,2.49898898601532,2.0,3.0,3.0,3.5,3.5,2.0,3.0,-0.11,-0.66,0.25,0.002,131.10089111328125
2017-02-24,3.3333333333333335,3.0,3.6666666666666665,4.0,3.3333333333333335,2.53161891301473,3.0,3.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,3.0,3.0,0.15,0.04,-0.98,0.002,131.84326171875
2017-02-27,4.0,4.0,5.0,5.0,4.0,2.574272394180298,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0.22,0.83,-0.33,0.002,130.75149536132812
2017-02-28,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6763171354929605,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.0,3.3333333333333335,2.6666666666666665,-0.42,-1.38,0.16,0.002,130.1837615966797
2017-03-01,3.0,3.4,3.2,3.6,2.6,3.0326441287994386,3.2,2.8,3.2,3.0,3.2,2.6,3.0,1.47,0.42,0.77,0.001,131.84326171875
